relative_time_s,power_total_W
0.0,3511.6890000000003
0.1,3513.240206330598
0.2,3538.7385753829726
0.30000000000000004,3504.782839078685
0.4,3600.9412582655814
0.5,3618.398237389226
0.6000000000000001,3621.824439373043
0.7000000000000001,3681.9080617543823
0.8,3713.1930646125325
0.9,3663.563013097941
1.0,3646.267278241641
1.1,3683.352451736915
1.2000000000000002,3715.5437595847147
1.3,3727.974268376444
1.4000000000000001,3746.057645955922
1.5,3675.3476295664395
1.6,3732.4051059969784
1.7000000000000002,3670.302914424805
1.8,3754.4756065852525
1.9000000000000001,3743.406231199647
2.0,3704.2860425394015
2.1,3720.1638794673836
2.2,3710.4897750931714
2.3000000000000003,3738.4438793230734
2.4000000000000004,3758.4849314756298
2.5,3723.0699303238844
2.6,3748.552789206809
2.7,3681.376110395951
2.8000000000000003,3727.762613437605
2.9000000000000004,3738.1245068584353
3.0,3784.573816850262
3.1,3725.3967629562208
3.2,3694.1634279182704
3.3000000000000003,3714.7935041111755
3.4000000000000004,3655.939152741605
3.5,3683.3942767403355
3.6,3728.0686438671614
3.7,3778.6431627450133
3.8000000000000003,3783.3445996297096
3.9000000000000004,3773.3929602517205
4.0,3717.7873997826855
4.1000000000000005,3745.1115308571193
4.2,3736.398692533145
4.3,3778.6690070684444
4.4,3742.7447069001505
4.5,3785.7412839135513
4.6000000000000005,3731.1019085206817
4.7,3774.7787929044075
4.800000000000001,3689.7167801572195
4.9,3786.2514983394217
5.0,3749.621203796811
5.1000000000000005,3651.7078206213423
5.2,3749.5134676110642
5.300000000000001,3744.8746227973825
5.4,3783.7047055362013
5.5,3745.293062114125
5.6000000000000005,3747.0286584156192
5.7,3764.4609142169516
5.800000000000001,3780.614349663067
5.9,3753.935826966464
6.0,3866.322817548408
6.1000000000000005,3713.7983084644316
6.2,3837.213108212362
6.300000000000001,3690.138153347044
6.4,3835.3269643896588
6.5,3752.3480914266106
6.6000000000000005,3770.496261783349
6.7,3732.6097407174416
6.800000000000001,3726.6901566472866
6.9,3799.564549148148
7.0,3713.4317497676743
7.1000000000000005,3750.3438502843883
7.2,3771.6149853028082
7.300000000000001,3722.9064005604387
7.4,3842.0560024748547
7.5,3782.545775157982
7.6000000000000005,3798.096333211491
7.7,3767.56926250977
7.800000000000001,3784.393408648244
7.9,3770.813269253828
