relative_time_s,power_total_W
0.0,2724.747
0.1,2810.5902240585024
0.2,2857.1420825469067
0.30000000000000004,2735.3289765716477
0.4,2178.2068779624424
0.5,2016.312044269127
0.6000000000000001,2490.075401569756
0.7000000000000001,2488.2468980721255
0.8,2532.681747070275
0.9,2537.943969630816
1.0,2261.4786507765552
1.1,2107.749091532677
1.2000000000000002,2468.981023014696
1.3,2827.8033045161565
1.4000000000000001,2658.9598088052376
1.5,2537.989581537098
1.6,2556.471892352854
1.7000000000000002,2433.3592036212613
1.8,2451.3511378025796
1.9000000000000001,2556.6126867631046
2.0,2531.88097619076
2.1,2331.3451765464724
2.2,2473.2799544618633
2.3000000000000003,2624.5863046677746
2.4000000000000004,2531.416465142035
2.5,2631.085713782594
2.6,2730.842086276827
2.7,2568.655133457394
2.8000000000000003,2329.314917177094
2.9000000000000004,2348.0160393253877
3.0,2513.7102202980323
3.1,2633.084179085858
3.2,2392.732494266052
3.3000000000000003,2358.8485842098753
3.4000000000000004,2578.560717751224
3.5,2428.530873621281
3.6,2209.957411511014
3.7,2283.8980762797287
3.8000000000000003,2451.3287763129297
3.9000000000000004,2490.1095291474767
4.0,2621.131952506785
4.1000000000000005,2632.1804023179793
4.2,2656.1752546609955
4.3,2616.9704995422694
4.4,2638.8466842545713
4.5,2561.643132508417
4.6000000000000005,2521.998959389432
4.7,2520.70185742879
4.800000000000001,2444.3560416268565
4.9,2492.2715727424134
5.0,2507.228528783835
5.1000000000000005,2587.9822806509865
5.2,2610.1353965202397
5.300000000000001,2615.781327910792
5.4,2358.4954148150614
5.5,2308.9858342415714
5.6000000000000005,2487.5579855757082
5.7,2634.525498737217
5.800000000000001,2569.0804241770343
5.9,2435.3330581587343
6.0,2440.20152339878
6.1000000000000005,2737.8327646396124
6.2,2738.03636616675
6.300000000000001,2717.612487657086
6.4,2575.2051542011463
6.5,2530.852139704341
6.6000000000000005,2691.171353567914
6.7,2721.0213813191267
6.800000000000001,2790.0640447894207
6.9,2794.77431783174
7.0,2578.0798514718426
7.1000000000000005,2303.930868002764
7.2,2399.923900017157
7.300000000000001,2500.8136564730266
7.4,2348.092000637614
7.5,2370.534983670775
7.6000000000000005,2467.840264061035
7.7,2441.6057149105905
7.800000000000001,2476.078152849676
7.9,2431.520536679225
8.0,2591.71115716083
8.1,2597.9755140396023
8.200000000000001,2742.2328013333895
8.3,2852.627454488267
8.4,2819.618301055827
8.5,2726.1341747097185
8.6,2647.836694951796
8.700000000000001,2669.5943843780087
8.8,2536.463374171132
8.9,2405.8277036899726
9.0,2633.4793451846804
