relative_time_s,power_total_W
0.0,2181.685
0.1,2278.75862002197
0.2,2464.825373848852
0.30000000000000004,2459.0591818324788
0.4,2446.1265768208355
0.5,2502.0307526699294
0.6000000000000001,2535.5848127889435
0.7000000000000001,2549.502989630473
0.8,2471.6203722984324
0.9,2424.2956157446397
1.0,2605.4489216908523
1.1,2413.665412795444
1.2000000000000002,2530.76524914468
1.3,2718.882075616672
1.4000000000000001,2451.9426959764005
1.5,2443.657506576596
1.6,2592.2413953172622
1.7000000000000002,2587.3650113860076
1.8,2528.0518297255953
1.9000000000000001,2468.8835414321593
2.0,2400.809565204234
2.1,2445.1999561847847
2.2,2452.907967685577
2.3000000000000003,2510.7335635958134
2.4000000000000004,2612.5821442779907
2.5,2649.2090287610354
2.6,2620.6226800120094
2.7,2465.679124398154
2.8000000000000003,2437.763417778128
2.9000000000000004,2526.5653991326476
3.0,2501.842284564392
3.1,2491.220060861526
3.2,2447.957183818998
3.3000000000000003,2344.8546553639253
3.4000000000000004,2366.207542971928
3.5,2472.01302765526
3.6,2496.092974844104
3.7,2466.0991386606684
3.8000000000000003,2469.298587222402
3.9000000000000004,2479.8127943540953
4.0,2560.5341629267964
4.1000000000000005,2601.8063925165015
4.2,2603.394466931796
4.3,2510.5799673097085
4.4,2504.8557711442686
4.5,2424.111201378216
4.6000000000000005,2477.040576986571
4.7,2604.6445197475177
4.800000000000001,2598.72775740711
4.9,2423.0076317575827
5.0,2494.538261921839
5.1000000000000005,2572.8136991648175
5.2,2552.3367491576637
5.300000000000001,2553.6717088926575
5.4,2453.78970523316
5.5,2623.5954923986806
5.6000000000000005,2600.562730467601
5.7,2380.708511999581
5.800000000000001,2527.6080750952533
5.9,2573.2014000295467
6.0,2428.007784798605
6.1000000000000005,2293.9417379709676
6.2,2302.213118657323
6.300000000000001,2313.343600266394
6.4,2342.634772853345
6.5,2530.7191212423036
6.6000000000000005,2579.1398254355177
6.7,2569.7498962563886
6.800000000000001,2509.4912559930617
6.9,2575.808039023426
7.0,2548.544160522127
7.1000000000000005,2395.7866829815066
7.2,2410.5108175876703
7.300000000000001,2519.6566450607984
7.4,2577.8982007339027
7.5,2515.2308635408326
7.6000000000000005,2621.4323195092375
7.7,2707.351900225411
7.800000000000001,2617.329912788496
7.9,2491.0938886078243
