param_name,violation_time_s,integral_violation_pu_s,worst_vmin,worst_vmax,wall_time_s,avg_power_kw_per_phase__upstream,avg_batch__Llama-3.1-405B,n_batch_changes__Llama-3.1-405B,itl_violation_frac__Llama-3.1-405B,avg_throughput_tokens_per_s__Llama-3.1-405B,avg_batch__Llama-3.1-70B,n_batch_changes__Llama-3.1-70B,itl_violation_frac__Llama-3.1-70B,avg_throughput_tokens_per_s__Llama-3.1-70B,avg_batch__Llama-3.1-8B,n_batch_changes__Llama-3.1-8B,itl_violation_frac__Llama-3.1-8B,avg_throughput_tokens_per_s__Llama-3.1-8B,avg_power_kw_per_phase__downstream,avg_batch__Qwen3-235B-A22B,n_batch_changes__Qwen3-235B-A22B,itl_violation_frac__Qwen3-235B-A22B,avg_throughput_tokens_per_s__Qwen3-235B-A22B,avg_batch__Qwen3-30B-A3B,n_batch_changes__Qwen3-30B-A3B,itl_violation_frac__Qwen3-30B-A3B,avg_throughput_tokens_per_s__Qwen3-30B-A3B,param_value__upstream,param_value__downstream
primal_step_size,16.69999999998481,0.02339527841044518,0.9479584025714259,1.0512499865469362,13.945367300002545,543.090500194883,163.0888888888889,12,0.19019444444444444,161707.2359826629,263.7151111111111,10,0.033166666666666664,671639.5221976662,401.82933333333335,11,0.0,6741882.231392888,473.4489235144274,94.456,5,0.0,505427.7312517246,301.25155555555557,4,0.0,3156003.0638769954,0.05,0.01
primal_step_size,19.09999999998263,0.022654080475044858,0.9476849329656579,1.0509693600764898,14.390550100004475,545.779292724454,157.95288888888888,10,0.17441666666666666,160319.179043571,267.81733333333335,11,0.03705555555555556,642738.4027343572,467.3671111111111,5,0.0,7370355.648780428,475.6562563946404,104.85066666666667,9,0.0,557383.6215738436,362.1582222222222,9,0.0,3672656.867377829,0.05,0.025
primal_step_size,26.699999999975716,0.023396178910826237,0.9476849329656579,1.0507424426329046,13.786539300002914,546.4307952166824,160.64444444444445,9,0.17441666666666666,162142.54171057307,276.29955555555557,10,0.03994444444444444,649211.1023763897,477.7493333333333,5,0.0,7418309.097770279,476.9592935418312,157.15333333333334,12,0.0,824892.997664517,347.21644444444445,13,0.0,3468753.288775615,0.05,0.05
primal_step_size,28.099999999974443,0.027068153487290563,0.9485447594419448,1.0510912468697564,13.821028899998055,546.4350884345037,160.56533333333334,8,0.17441666666666666,162036.47841670687,277.35644444444443,8,0.04038888888888889,649524.9648904356,496.13155555555556,2,0.0,7476122.794225904,479.14757110730164,187.2288888888889,10,0.0,976623.350817013,348.89155555555556,24,0.0,3451015.485500223,0.05,0.1
primal_step_size,22.699999999979354,0.029156659804045113,0.9482911674758379,1.0505933763779078,14.643850499996915,545.8147219461346,157.51222222222222,7,0.17441666666666666,159402.829284898,258.5742222222222,8,0.033166666666666664,644307.0937799339,493.07377777777776,2,0.0,7466601.476881927,481.2387373088213,293.64088888888887,25,0.0,1515466.9277592,372.9137777777778,41,0.0,3647268.286167149,0.05,0.25
primal_step_size,16.89999999998463,0.017497210177921725,0.9483116148331384,1.0507710691669316,13.910539399999834,538.8911300562536,183.70533333333333,105,0.21897222222222223,197441.710707145,299.0742222222222,13,0.04505555555555556,681797.8443456419,395.6693333333333,17,0.0,6245693.240355137,475.10754999697593,94.816,6,0.0,507704.156892055,327.136,4,0.0,3364694.3595784563,0.1,0.01
primal_step_size,19.199999999982538,0.026408154542081258,0.9479584025714259,1.0506573072083663,14.403940500000317,546.0648759661732,174.8328888888889,102,0.19352777777777777,195145.9522935151,293.06888888888886,11,0.04505555555555556,663250.9865006377,462.28711111111113,11,0.0,7199545.276340636,476.1454256414027,101.45066666666666,6,0.0,540214.1465787784,382.28266666666667,8,0.0,3810599.0658878195,0.1,0.025
primal_step_size,21.899999999980082,0.028085578197644116,0.9476849329656579,1.051497414647635,14.217603600001894,542.4340541599333,164.40177777777777,87,0.18983333333333333,176514.74500155883,272.92622222222224,15,0.03941666666666667,636188.455462641,444.43822222222224,18,0.0,7072243.335065771,476.4790142158511,148.5911111111111,19,0.0,779364.3953018785,327.35555555555555,18,0.0,3235258.342207575,0.1,0.05
primal_step_size,17.89999999998372,0.02363639223079261,0.9481162687585336,1.050849945771801,13.81428109999979,544.2136227696575,164.084,82,0.18983333333333333,175775.63019736478,272.64844444444446,11,0.03941666666666667,634141.5727964928,478.28266666666667,11,0.0,7393123.619080737,475.7399941117786,173.91555555555556,12,0.0,909399.0842790608,336.4964444444444,18,0.0,3348397.7179539045,0.1,0.1
primal_step_size,16.99999999998454,0.02527491837306603,0.9484785958791623,1.0505533821332653,14.348157999993418,546.8226697084662,172.07422222222223,83,0.18983333333333333,183735.5787716591,290.30755555555555,11,0.04505555555555556,644426.7379532893,494.4248888888889,8,0.0,7470736.44673037,480.354412405215,309.6186666666667,22,0.0,1597273.8397628553,372.51377777777776,35,0.0,3648740.211481612,0.1,0.25
primal_step_size,9.799999999991087,0.01683253242218651,0.9480317944521224,1.0505974904103825,13.641976600003545,546.9083452560438,181.4488888888889,89,0.20008333333333334,215257.8071560985,320.5782222222222,17,0.04766666666666667,732398.8241904159,442.89377777777776,26,0.0,6805167.9147789925,474.5187288715508,94.95422222222223,5,0.0,508489.69309793395,310.9937777777778,4,0.0,3234606.7270121807,0.25,0.01
primal_step_size,12.399999999988722,0.01653681725726325,0.9479584025714259,1.0505161681190538,13.912194000004092,545.6664600173866,170.13777777777779,89,0.20008333333333334,200579.82762674429,305.5982222222222,20,0.046,715198.6353210665,479.2848888888889,21,0.0,7307890.970913641,473.8415142955712,100.00933333333333,6,0.0,533892.7931860144,345.59644444444444,10,0.0,3579261.3266975083,0.25,0.025
primal_step_size,15.999999999985448,0.05212533184807386,0.9439362732401333,1.0515796999001805,13.307769300001382,539.6329600612846,165.604,77,0.19630555555555557,189795.55220778412,275.9626666666667,32,0.039,671997.2603071369,436.1404444444444,33,0.0,6822961.723884758,481.8199114535031,189.7408888888889,12,0.0,982332.2358784353,335.1728888888889,12,0.0,3285599.825575092,0.25,0.05
primal_step_size,11.999999999989086,0.012222464940123166,0.948766456661761,1.0504924314988606,13.5458398999981,540.9315748903534,164.08933333333334,70,0.19630555555555557,187000.10531263676,270.20755555555553,29,0.03827777777777778,668056.9684940841,470.22933333333333,24,0.0,7200643.461818672,478.07941067863544,180.2151111111111,11,0.0,940904.4638277624,347.34444444444443,17,0.0,3440858.325702595,0.25,0.1
