bus_z1_sw,bus_z2_nw,bus_z3_se,bus_z4_ne,violation_time_s,integral_violation_pu_s,worst_vmin,worst_vmax,wall_time_s
13,25,56,105,60.00000000000085,0.23698445306461566,0.9611262488304392,1.0530081515449004,0.4885553999993135
18,21,56,101,60.00000000000085,0.24093053594442765,0.96113180845438,1.0530337194605386,0.5698286000042572
13,23,56,105,60.00000000000085,0.24236615892593238,0.9611572843904472,1.0530424668751466,0.3721791000061785
18,25,55,101,60.00000000000085,0.24251494757824257,0.9611428398945011,1.0530400116159508,0.5671924999987823
18,42,56,101,60.00000000000085,0.24276766702985908,0.961145933025149,1.0530479173288687,0.46915070000250125
18,35,56,101,60.00000000000085,0.24288916705733044,0.9611460005866042,1.0530486463241637,0.4495219000018551
18,40,56,101,60.00000000000085,0.24293931258622936,0.961146507522849,1.0530489045217954,0.5669601000045077
8,25,57,101,60.00000000000085,0.2468852499081795,0.9611102850157757,1.0531116534070504,0.40544650000083493
13,21,56,105,60.00000000000085,0.2472491716563739,0.9611822324785593,1.0530699395606438,0.6513582999978098
18,23,55,101,60.00000000000085,0.24800275658549975,0.9611740931926934,1.0530745681938618,0.51522699999623
13,25,55,105,60.00000000000085,0.24892285865257918,0.9611935734801822,1.0530765699288474,0.4060814999975264
13,42,56,105,60.00000000000085,0.2502789155495889,0.9611964077785977,1.0530842562248413,0.4543894000016735
13,35,56,105,60.00000000000085,0.25039335606172114,0.9611964460264267,1.0530849209568678,0.4236129000055371
13,40,56,105,60.00000000000085,0.2504438205192006,0.9611969465872899,1.0530851872882028,0.4464196999979322
8,23,57,101,60.00000000000085,0.2530665840696117,0.9611410970113006,1.0531457119828815,0.4763682999982848
18,21,55,101,60.00000000000085,0.25343971369864804,0.9611991276357582,1.0531021328710555,0.6035402999987127
13,23,55,105,60.00000000000085,0.2552202375087879,0.9612245965075676,1.0531108724986649,0.4798979999977746
18,25,54,101,60.00000000000085,0.25546296439775307,0.96121493043767,1.0531136300625819,0.47268659999826923
18,42,55,101,60.00000000000085,0.25572535151153164,0.9612132461826811,1.053116324894444,0.43830209999578074
18,35,55,101,60.00000000000085,0.2558489388814852,0.9612133139738299,1.0531170541376862,0.5330316000035964
18,40,55,101,60.00000000000085,0.2558998346948863,0.9612138204456365,1.053117311825994,0.48288809999939986
8,21,57,101,60.00000000000085,0.258071475694147,0.9611658708366335,1.0531729850464473,0.37257949999911943
18,25,56,97,60.00000000000085,0.2600207481111112,0.9612250173139211,1.0531485322860525,0.502323200002138
13,21,55,105,60.00000000000085,0.26052255812130914,0.9612495351117282,1.0531383356462463,0.5430343999978504
8,42,57,101,60.00000000000085,0.26092819934657835,0.9611798047253499,1.0531870488217627,0.6082927000024938
8,35,57,101,60.00000000000085,0.2610524317861705,0.9611798866306059,1.053187751164821,0.4649786999943899
8,40,57,101,60.00000000000085,0.2610987836221731,0.9611803612779162,1.0531879938985542,0.4384457999985898
18,23,54,101,60.00000000000085,0.2616405287036361,0.9612461703235214,1.0531481729265957,0.4780328999986523
13,42,55,105,60.00000000000085,0.26214378931079985,0.9612637043145459,1.0531526463831358,0.47855510000226786
13,35,55,105,60.00000000000085,0.26226126869118177,0.961263742823887,1.0531533113810725,0.5011349999986123
13,40,55,105,60.00000000000085,0.2623113924268065,0.9612642429184187,1.0531535772093281,0.4834324999974342
13,25,54,105,60.00000000000085,0.26263663159023676,0.9612656470981381,1.0531501709666915,0.43939209999371087
18,25,56,98,60.00000000000085,0.26438831311145816,0.9612457194511436,1.0531729272604173,0.7019074999989243
18,21,54,101,60.00000000000085,0.2662026648205094,0.9612711945362993,1.0531757272574647,0.44443390000378713
18,23,56,97,60.00000000000085,0.26628816388515575,0.9612562590279706,1.0531830735493608,0.5257150999968871
18,25,56,100,60.00000000000085,0.26680091178237747,0.96125880304051,1.0531905142230995,0.49268149999988964
18,42,54,101,60.00000000000085,0.2679594237841663,0.9612853061405341,1.0531899124109738,0.5068603000036092
18,35,54,101,60.00000000000085,0.2680886160786919,0.961285374296039,1.0531906420489148,0.7308180999971228
18,40,54,101,60.00000000000085,0.26813805737285223,0.9612858802458454,1.0531908991649557,0.4626700000007986
13,23,54,105,60.00000000000085,0.26827376047781093,0.961295540237089,1.0531844599395388,0.45561129999987315
18,23,56,98,60.00000000000085,0.269902747423311,0.9612769584275079,1.0532074652260188,0.5197360000020126
18,21,56,97,60.00000000000085,0.27052424645604567,0.9612812847403166,1.053210626799984,0.566888100001961
18,25,55,97,60.00000000000085,0.272147768923129,0.9612922994062635,1.05321690565631,0.47064510000200244
13,21,54,105,60.00000000000085,0.2728286800788141,0.9613204742599358,1.0532119127671553,0.45664899999974295
18,42,56,97,60.00000000000085,0.27319967751510815,0.9612953999260021,1.0532248146454986,0.5930137000032119
18,23,56,100,60.00000000000085,0.27320598816522806,0.9612900407295136,1.0532250504119538,0.5132787999973516
18,35,56,97,60.00000000000085,0.27332962580473025,0.9612954671670313,1.0532255431428212,0.5665918000013335
18,40,56,97,60.00000000000085,0.2733793554368046,0.9612959735767893,1.0532258007327144,0.45395290000305977
13,25,56,101,60.00000000000085,0.27514250640376237,0.9613138284120651,1.0532318611469436,0.4611793000003672
18,21,56,98,60.00000000000085,0.27515758820516983,0.9613019827217586,1.05323501681411,0.4950664999996661
13,42,54,105,60.00000000000085,0.2751996517064053,0.9613340981242285,1.0532262165895885,0.5057235999993281
13,35,54,105,60.00000000000085,0.2753210589839361,0.9613344220519986,1.05322688199092,0.3338186999972095
13,40,54,105,60.00000000000085,0.2753708065392967,0.9613347871348111,1.0532271472576304,0.439466399999219
18,25,55,98,60.00000000000085,0.27632356796799884,0.9613129935015299,1.0532412919384833,0.6262822999997297
18,42,56,98,60.00000000000085,0.27734240598591786,0.9613160996508308,1.053249206845784,0.4911481000017375
18,35,56,98,60.00000000000085,0.27747465631992324,0.9613161662404771,1.0532499345475794,1.0642789000048651
18,40,56,98,60.00000000000085,0.2775236202540587,0.9613166727535587,1.0532501922555753,0.497075399995083
18,21,56,100,60.00000000000085,0.27785142026303855,0.9613150643917047,1.0532526010644476,0.45091349999711383
8,25,57,97,60.00000000000085,0.2779639633831902,0.9612599144553532,1.0532886055848807,0.422993399995903
18,23,55,97,60.00000000000085,0.27820641870722446,0.9613217485086262,1.053251434092111,0.5066399999996065
18,25,55,100,60.00000000000085,0.279683027324658,0.9613260672935791,1.0532588672782843,0.4952956000051927
18,42,56,100,60.00000000000085,0.28075433862585625,0.9613291806394818,1.0532667904478585,0.5820143000019016
18,35,56,100,60.00000000000085,0.28088739921204164,0.9613292477060082,1.0532675185474145,0.5243488999985857
18,40,56,100,60.00000000000085,0.280936551903674,0.9613297538796384,1.0532677759301392,0.46229370000219205
13,23,56,101,60.00000000000085,0.2813104415132969,0.9613448314386626,1.0532661382939612,0.3869803999987198
8,25,57,98,60.00000000000085,0.2818399965251419,0.9612806216700205,1.053312994025777,0.3967285999970045
18,23,55,98,60.00000000000085,0.2827579066034728,0.9613423587009966,1.053275817079831,0.4983637000041199
18,21,55,97,60.00000000000085,0.2833923774359245,0.9613478954755817,1.0532789778179923,0.5258700999984285
8,23,57,97,60.00000000000085,0.2836921153336582,0.9612907025693809,1.0533226363499721,0.4311207999999169
8,25,57,100,60.00000000000085,0.2851224634091709,0.9612939149680193,1.0533308343182393,0.4301527999996324
18,25,54,97,60.00000000000085,0.285398088080274,0.9613173698596182,1.0532904564431997,0.4024874999959138
18,23,55,100,60.00000000000085,0.2855914860248879,0.9613077427409703,1.0532933906463626,0.710352200003399
18,42,55,97,60.00000000000085,0.28571146954371096,0.9613159613968926,1.0532931598292674,0.45765940000273986
18,40,55,97,60.00000000000085,0.28589614421520865,0.9613167820676061,1.0532941456560434,0.5941462999981013
18,35,55,97,60.00000000000085,0.28632913549071065,0.9613165032939157,1.0532938885743421,0.49536950000037905
13,21,56,101,60.00000000000085,0.28645885180967867,0.9613697531481681,1.053293580161781,0.46482860000105575
18,21,55,98,60.00000000000085,0.28759501903231866,0.9613225735642021,1.0533033591447079,0.48889000000053784
13,25,55,101,60.00000000000085,0.2876907774447841,0.9613467792579108,1.0533001955517167,0.42460489999939455
18,25,56,99,60.00000000000085,0.28777441394977377,0.9613119650506655,1.0533087166664674,0.5353327999982866
8,23,57,98,60.00000000000085,0.2882942832770865,0.9613114070248666,1.0533470214821437,0.42728619999979855
8,21,57,97,60.00000000000085,0.28887927144272907,0.9613154583089992,1.053349888571849,0.48614700000325684
13,42,56,101,60.00000000000085,0.2892072349284242,0.9613839069283325,1.0533078725754499,0.4897283000027528
13,35,56,101,60.00000000000085,0.2893332090502131,0.9613839470753959,1.0533085392003176,0.3878114999970421
13,40,56,101,60.00000000000085,0.28938295755531807,0.9613844462123271,1.0533088039935967,0.3797904000020935
18,25,54,98,60.00000000000085,0.29001748919784665,0.9613374685940094,1.053314832987918,0.4918997999993735
18,42,55,98,60.00000000000085,0.29012255215331895,0.961336066094879,1.0533175433398385,0.5811572000020533
18,35,55,98,60.00000000000085,0.29025920964788027,0.9613366073100598,1.0533182712902005,0.5238209000017378
18,40,55,98,60.00000000000085,0.2903082170746357,0.9613368862011682,1.0533185284898987,0.5014632999955211
18,21,55,100,60.00000000000085,0.2906219099308657,0.9613329770503822,1.0533209317782337,0.4184039000028861
8,42,57,97,60.00000000000085,0.29106480616367014,0.9613181298409094,1.0533639423968655,0.7078942000007373
8,23,57,100,60.00000000000085,0.291124774117274,0.9613121496520803,1.053364860087982,0.4685425999996369
8,40,57,97,60.00000000000085,0.29128849341955726,0.9613194377412089,1.0533648863879168,0.5036814999984927
8,35,57,97,60.00000000000085,0.29171473384339186,0.9613294644298271,1.0533646442082696,0.4548867999983486
18,23,54,97,60.00000000000085,0.2919907994422214,0.9613488728622058,1.053324971195925,0.5362591999946744
8,21,57,98,60.00000000000085,0.2928237880206916,0.9613255210108919,1.0533742719817112,0.42424149999715155
18,25,54,100,60.00000000000085,0.2932716450194405,0.9613478651410741,1.0533323966578676,0.4341796000007889
18,42,55,100,60.00000000000085,0.29354977129133053,0.9613464692619677,1.053335115327436,0.6007295000017621
18,35,55,100,60.00000000000085,0.29368734166983523,0.9613470107842259,1.0533358436752125,0.49283449999347795
18,40,55,100,60.00000000000085,0.29373680808105174,0.9613472894348514,1.0533361005498934,0.49447619999409653
13,23,55,101,60.00000000000085,0.29406924499126585,0.9613689770320356,1.0533344599791294,0.47668069999781437
18,23,56,99,60.00000000000085,0.29416257651081407,0.9613434724340041,1.0533432329145138,0.5174711999934516
8,42,57,98,60.00000000000085,0.29556660706856475,0.9613389174097272,1.0533883278468463,0.40944129999843426
8,35,57,98,60.00000000000085,0.2957034013844927,0.9613403303085811,1.0533890288887942,0.36257849999674363
8,40,57,98,60.00000000000085,0.2957482002350377,0.9613401419076781,1.053389271183915,0.3647170000040205
8,21,57,100,60.00000000000085,0.296175545743123,0.9613386041015181,1.053392109712702,0.37347220000083325
18,23,54,98,60.00000000000085,0.29636233419450975,0.961368968922392,1.0533493444499098,0.5540067000038107
18,21,54,97,60.00000000000085,0.29710814034818256,0.9613740989727849,1.0533525045980359,0.42949360000056913
8,42,57,100,60.00000000000085,0.2985247869408995,0.9613519998933814,1.0534061650884898,0.5284326000037254
8,35,57,100,60.00000000000085,0.29866275903563283,0.9613534125135048,1.0534068664698337,0.4171563999989303
8,40,57,100,60.00000000000085,0.29870812616765635,0.9613532241683121,1.0534071084725618,0.43255109999881824
13,21,55,101,60.00000000000085,0.2990262661774819,0.9613940983933641,1.0533618923413244,0.5461455999975442
18,21,56,99,60.00000000000085,0.29915437679551843,0.9613687030869662,1.0533707690377287,0.5389388999974472
18,23,54,100,60.00000000000085,0.2993995837997554,0.9613793645435822,1.053366906350053,0.5565750999958254
18,42,54,97,60.00000000000085,0.2995266071505165,0.9613875831738504,1.0533666797523369,0.49970249999751104
18,35,54,97,60.00000000000085,0.2996673214091977,0.9613881253737748,1.0533674088916642,0.44610439999814844
18,40,54,97,60.00000000000085,0.29971637863756767,0.9613884036448755,1.0533676654023318,0.5239796999958344
18,25,55,99,60.00000000000085,0.30082514578290814,0.9613787937907694,1.0533770273565293,0.45999769999616547
13,25,54,101,60.00000000000085,0.3013490832593101,0.9614093266513996,1.053373707172473,0.5209352000019862
13,40,55,101,60.00000000000085,0.30140177340875673,0.9614084103786382,1.0533771100348868,0.5232695000013337
13,42,55,101,60.00000000000085,0.30140883847985867,0.9614076268691388,1.0533761788545883,0.46430659999896307
18,21,54,98,60.00000000000085,0.3014406136634541,0.9613941936715432,1.0533768761929694,0.4710997000001953
13,35,55,101,60.00000000000085,0.30154087094865506,0.9614081369746569,1.0533768457424884,0.41295709999394603
18,42,56,99,60.00000000000085,0.3019552858155132,0.9613821957417564,1.053384953283461,0.496199200002593
18,35,56,99,60.00000000000085,0.30209619124488707,0.9613827364018159,1.053385680417299,0.5456716999979108
18,40,56,99,60.00000000000085,0.30214558528575597,0.9613830152698619,1.0533859375950188,0.5498045000058482
18,42,54,98,60.00000000000085,0.30406472163721465,0.9614076796826315,1.053391053529339,0.5803008999937447
18,35,54,98,60.00000000000085,0.3042063143492508,0.9614082212011626,1.0533917818746958,0.55672620000405
18,40,54,98,60.00000000000085,0.3042559222154757,0.9614084995897056,1.0533920385032725,0.5119484000024386
18,21,54,100,60.00000000000085,0.3045959021838141,0.9614045889182089,1.0533944371627213,0.46794950000185054
8,25,57,99,60.00000000000085,0.3064084573092989,0.9613798537747567,1.0534489549998622,0.5663350999966497
13,25,56,97,60.00000000000085,0.30701628387657914,0.9614225398672908,1.0534085956176853,0.49436169999535196
18,42,54,100,60.00000000000085,0.3072006959439657,0.9614180746122895,1.0534086138554952,0.4262617999993381
18,40,54,100,60.00000000000085,0.3073936645663611,0.9614188945857995,1.0534095989017715,0.5795119999966118
18,23,55,99,60.00000000000085,0.3074265615479718,0.9614102888409016,1.0534115308035077,0.5013860999970348
18,35,54,100,60.00000000000085,0.3075722296622474,0.9614186164374204,1.0534093425979332,0.5759285999956774
13,23,54,101,60.00000000000085,0.3079795285992684,0.9614405764200042,1.053407958045787,0.4351645999995526
13,25,56,98,60.00000000000085,0.3118474329569041,0.9614426277259839,1.053432958311217,0.49089960000128485
18,21,55,99,60.00000000000085,0.3125298207974098,0.9614355102941503,1.053439057419795,0.5620505999977468
13,21,54,101,60.00000000000085,0.3132417298685479,0.961465687891723,1.0534353801221676,0.5682890999960364
8,23,57,99,60.00000000000085,0.31344033903158836,0.9614125646529963,1.0534829610235266,0.4120316999978968
13,23,56,97,60.00000000000085,0.313863383495411,0.9614537904583691,1.053442844830117,0.45856450000428595
18,25,54,99,60.00000000000085,0.314621391466658,0.9614006201681013,1.053450510422611,0.5746775000006892
13,25,56,100,60.00000000000085,0.31504338329846887,0.9614530286376182,1.05345052845841,0.4917035999969812
18,42,55,99,60.00000000000085,0.31518396943266047,0.96144899736814,1.0534532358361954,0.4904702999992878
18,35,55,99,60.00000000000085,0.3153276058348698,0.961449538196972,1.0534539632187845,0.4419622999994317
18,40,55,99,60.00000000000085,0.3153793874326385,0.9614498166207299,1.0534542198890207,0.5529564999960712
13,42,54,101,60.00000000000085,0.316149416374338,0.9614792098087154,1.0534496597499314,0.3975367000020924
13,35,54,101,60.00000000000085,0.3162843677660348,0.9614797202373044,1.053450327038091,0.39600680000148714
13,40,54,101,60.00000000000085,0.31633608960000537,0.9614799931427551,1.0534505907712781,0.4046119999984512
13,23,56,98,60.00000000000085,0.31811965576699264,0.9614738756051979,1.0534672041971453,0.4188877000051434
8,21,57,99,60.00000000000085,0.31909750836839446,0.96143901942475,1.0535101961455084,0.5135006999989855
13,21,56,97,60.00000000000085,0.3193482012751395,0.9614789025558355,1.0534702657689026,0.6087272000004305
13,25,55,97,60.00000000000085,0.32029064599585366,0.961440725574782,1.0534768678173894,0.5906084000016563
13,23,56,100,60.00000000000085,0.32117603172039877,0.9614414561307596,1.0534847726491898,0.3695830000069691
13,40,56,97,60.00000000000085,0.32145221796665824,0.9614932099153591,1.053485478373522,0.4819699999934528
18,23,54,99,60.00000000000085,0.32171499452721997,0.9614332909621922,1.053485000215013,0.4877167000013287
13,42,56,97,60.00000000000085,0.3217435066735458,0.9614924269400904,1.0534845480150041,0.4776283000028343
13,35,56,97,60.00000000000085,0.3218796952383125,0.9614929366494002,1.0534852141681654,0.36522219999460503
8,42,57,99,60.00000000000085,0.322003055944613,0.9614523958046551,1.0535242462835248,0.6111517000026652
8,35,57,99,60.00000000000085,0.32217283219948306,0.9614538243684421,1.0535249467143468,0.4477282000007108
8,40,57,99,60.00000000000085,0.3222203734165989,0.9614536275198646,1.0535251885334544,0.41953120000107447
13,21,56,98,60.00000000000085,0.32281787337812073,0.9614540129660325,1.0534946234019908,0.5011881999962498
13,25,55,98,60.00000000000085,0.32465866826516765,0.9614615555896429,1.0535012218660542,0.4456425999960629
13,42,56,98,60.00000000000085,0.3255861733793073,0.9614676124710679,1.0535089076604918,0.45299290000548353
13,35,56,98,60.00000000000085,0.32572362431271024,0.9614686911340865,1.0535095730511432,0.3306677000000491
13,40,56,98,60.00000000000085,0.325776688309262,0.9614686748934921,1.0535098373677652,0.4710477000044193
13,21,56,100,60.00000000000085,0.3261254317500176,0.9614676132451595,1.0535121909695278,0.5756082999942009
13,23,55,97,60.00000000000085,0.3265282850716094,0.9614731297208368,1.0535111043386576,0.3569731000025058
18,21,54,99,60.00000000000085,0.3265938232198671,0.9614595698886492,1.0535125165272388,0.6041946999976062
13,25,55,100,60.00000000000085,0.32794829334031117,0.9614751505476502,1.0535187804182267,0.5935203999979421
